,Timestamp,key
0,2021-09-02 16:12:37.590084,'s'
1,2021-09-02 16:12:37.686818,'d'
2,2021-09-02 16:12:37.917819,'s'
3,2021-09-02 16:12:38.047819,'d'
4,2021-09-02 16:12:38.205819,'a'
5,2021-09-02 16:12:39.413017,Key.f12
